City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,kulhudhuffushi,6.6221,73.07,26.1,82,100,5.65,MV,1670261742
369,altayskoye,51.9533,85.3325,-16.41,98,100,0.64,RU,1670261742
370,deputatskiy,69.3,139.9,-30.69,96,100,1.78,RU,1670261743
371,athabasca,54.7169,-113.2854,-17.77,86,87,4.79,CA,1670261743
372,warmbad,-28.45,18.7333,22.79,13,92,4.04,NA,1670261743
373,cidreira,-30.1811,-50.2056,23.81,81,74,5.22,BR,1670261744
374,kaliganj,23.4095,89.1402,18.97,52,3,3.63,BD,1670261744
375,dillon,34.4166,-79.3712,13.35,44,70,2.23,US,1670261744
376,daru,-9.0763,143.2092,25.73,85,97,4.35,PG,1670261745
377,priargunsk,50.3691,119.1012,-15.56,86,65,4.49,RU,1670261745
378,udachnyy,66.4167,112.4,-21.42,76,100,6.48,RU,1670261745
379,rapid valley,44.0625,-103.1463,-5.23,83,100,5.14,US,1670261573
380,norman wells,65.282,-126.8329,-28.98,76,75,3.6,CA,1670261746
381,la primavera,5.4906,-70.4092,32.01,48,21,4.17,CO,1670261746
382,grand-lahou,5.1367,-5.0242,26.65,82,92,2.26,CI,1670261746
383,maromitsa,59.8683,48.0123,-13.58,81,64,3.21,RU,1670261747
384,calvinia,-31.4707,19.776,13.85,63,54,4.95,ZA,1670261747
385,nome,64.5011,-165.4064,0.04,74,100,4.12,US,1670261747
386,arrecife,28.963,-13.5477,22.99,60,20,5.14,ES,1670261747
387,avera,33.194,-82.5271,11.32,91,100,2.19,US,1670261748
388,umm lajj,25.0213,37.2685,24.59,63,0,2.51,SA,1670261748
389,cayenne,4.9333,-52.3333,30.02,70,85,4.63,GF,1670261748
390,ambilobe,-13.2,49.05,25.13,81,16,0.73,MG,1670261749
391,omboue,-1.5746,9.2618,25.97,87,88,1.63,GA,1670261749
392,tabas,33.5959,56.9244,9.69,45,56,2.15,IR,1670261749
393,kashi,39.4547,75.9797,-2.44,39,78,2.0,CN,1670261750
394,port-gentil,-0.7193,8.7815,27.98,83,20,5.14,GA,1670261750
395,mpongwe,-13.5091,28.155,22.74,61,100,5.07,ZM,1670261750
396,vavuniya,8.7514,80.4971,22.55,96,55,1.38,LK,1670261751
397,luang prabang,19.8856,102.1347,22.07,80,100,0.6,LA,1670261751
398,san rafael,-34.6177,-68.3301,36.88,13,75,9.34,AR,1670261752
399,seymchan,62.8833,152.4333,-46.25,99,64,0.04,RU,1670261752
400,blackwater,-23.5833,148.8833,21.81,66,0,2.59,AU,1670261752
401,kharp,66.8014,65.8081,-13.62,92,23,4.01,RU,1670261753
402,longyearbyen,78.2186,15.6401,-12.09,72,40,11.83,SJ,1670261753
403,shelburne,44.0787,-80.2041,4.25,59,99,7.57,CA,1670261517
404,saint-denis,48.9167,2.3333,3.75,88,100,1.54,FR,1670261754
405,pacific grove,36.6177,-121.9166,14.12,84,40,4.47,US,1670261754
406,tura,25.5198,90.2201,16.2,85,0,1.48,IN,1670261754
407,kilindoni,-7.9139,39.6668,27.07,78,99,6.48,TZ,1670261755
408,cienfuegos,22.1461,-80.4356,27.08,57,40,2.57,CU,1670261635
409,am timan,11.0297,20.2827,28.44,19,1,2.11,TD,1670261755
410,nakhon thai,17.1006,100.8374,21.66,91,17,1.4,TH,1670261755
411,port lincoln,-34.7333,135.8667,14.81,72,100,7.35,AU,1670261756
412,maragheh,37.3917,46.2398,1.15,60,0,6.17,IR,1670261756
413,dymer,50.7865,30.3026,-6.75,75,45,5.42,UA,1670261757
414,tautira,-17.7333,-149.15,25.87,78,29,7.14,PF,1670261757
415,kyrksaeterora,63.2906,9.0891,2.95,85,100,3.88,NO,1670261758
416,arlit,18.7369,7.3853,29.62,14,77,4.33,NE,1670261758
417,aswan,24.0934,32.907,19.68,42,0,5.12,EG,1670261465
418,ust-kulom,61.6864,53.6902,-17.17,98,78,1.5,RU,1670261758
419,oleksandrivka,48.9634,32.2349,-4.16,57,95,4.99,UA,1670261759
420,ciudad bolivar,8.1222,-63.5497,30.1,51,96,2.12,VE,1670261700
421,mehamn,71.0357,27.8492,-3.03,100,100,4.12,NO,1670261759
422,cuenca,-2.8833,-78.9833,22.07,30,20,1.54,EC,1670261668
423,paracuru,-3.41,-39.0306,27.84,63,69,7.58,BR,1670261760
424,ossora,59.2353,163.0719,-11.3,71,99,5.33,RU,1670261760
425,leshukonskoye,64.8989,45.7622,-8.28,94,100,3.8,RU,1670261761
426,taksimo,56.3444,114.8794,-16.34,97,100,1.65,RU,1670261761
427,mandan,46.8267,-100.8896,-7.44,63,0,6.69,US,1670261761
428,lerwick,60.1545,-1.1494,6.0,60,100,8.96,GB,1670261762
429,puerto escondido,15.85,-97.0667,31.46,58,0,2.06,MX,1670261762
430,sigiriya,7.9518,80.7426,21.94,98,99,0.86,LK,1670261763
431,stryn,61.9045,6.7226,1.49,97,98,0.57,NO,1670261763
432,maryville,35.7565,-83.9705,6.49,96,100,0.89,US,1670261764
433,pachino,36.7186,15.0907,15.71,64,32,1.19,IT,1670261764
434,tokur,53.1333,132.9,-24.34,99,100,1.9,RU,1670261764
435,shenjiamen,29.9576,122.298,11.28,61,98,6.86,CN,1670261765
436,vanavara,60.34,102.2797,-11.72,87,100,6.19,RU,1670261765
437,chalons-en-champagne,48.9539,4.3672,2.57,97,100,1.3,FR,1670261765
438,sur,22.5667,59.5289,23.62,60,0,1.09,OM,1670261766
439,barranca,-10.75,-77.7667,21.5,71,41,4.06,PE,1670261766
440,palana,59.1167,159.9667,-8.86,65,100,10.73,RU,1670261766
441,dalvik,65.9702,-18.5286,-4.04,82,46,3.18,IS,1670261767
442,masaka,-0.3338,31.7341,18.05,85,99,2.52,UG,1670261767
443,broome,42.2506,-75.833,6.68,40,0,4.12,US,1670261767
444,kenai,60.5544,-151.2583,-3.25,93,100,5.14,US,1670261606
445,livani,56.3543,26.1758,-6.58,88,100,3.37,LV,1670261768
446,nantucket,41.2835,-70.0995,9.08,63,0,4.12,US,1670261768
447,boyolangu,-8.1181,111.8935,24.07,94,100,1.06,ID,1670261769
448,chunskiy,56.0815,99.6342,-12.91,87,100,6.56,RU,1670261769
449,mount pleasant,32.7941,-79.8626,17.26,78,75,4.63,US,1670261769
450,maumere,-8.6199,122.2111,26.35,79,99,1.4,ID,1670261770
451,namibe,-15.1961,12.1522,21.87,75,36,2.7,AO,1670261770
452,areosa,41.7178,-8.8571,11.99,78,89,1.91,PT,1670261770
453,kailua,21.4022,-157.7394,22.26,90,49,2.44,US,1670261771
454,cicuco,9.2631,-74.6569,30.01,62,50,1.5,CO,1670261771
455,surt,31.2089,16.5887,20.41,63,78,3.17,LY,1670261771
456,vostok,46.4856,135.8833,-20.97,98,97,2.54,RU,1670261772
457,praia da vitoria,38.7333,-27.0667,16.14,88,75,7.11,PT,1670261772
458,prince rupert,54.3161,-130.3201,1.83,85,0,3.6,CA,1670261773
459,rio grande,-32.035,-52.0986,30.06,72,7,5.57,BR,1670261592
460,mackay,-21.15,149.2,19.82,81,0,2.62,AU,1670261587
461,hualmay,-11.0964,-77.6139,21.96,71,15,4.15,PE,1670261628
462,itoman,26.1247,127.6694,19.01,92,75,9.26,JP,1670261773
463,kamojima,34.0667,134.35,6.9,84,83,4.27,JP,1670261774
464,crossville,35.949,-85.0269,6.57,95,100,3.13,US,1670261633
465,oranjemund,-28.55,16.4333,16.31,78,56,8.04,NA,1670261774
466,ocos,14.5094,-92.1933,31.1,71,0,2.37,GT,1670261774
467,chapais,49.7834,-74.8492,-2.12,88,100,6.21,CA,1670261775
468,nouakchott,18.0858,-15.9785,26.96,55,22,4.86,MR,1670261775
469,kurakh,41.5849,47.7831,-6.98,94,96,0.58,RU,1670261776
470,jiancheng,30.391,104.5491,9.1,74,100,1.59,CN,1670261776
471,buala,-8.145,159.5921,26.31,84,100,2.81,SB,1670261777
472,guiratinga,-16.3494,-53.7583,30.44,47,89,2.87,BR,1670261777
473,fontanka,46.5626,30.8607,0.68,74,100,6.25,UA,1670261777
474,ciudad valles,21.9833,-99.0167,25.96,63,0,1.87,MX,1670261750
475,vila,42.0304,-8.1588,8.49,83,99,1.6,PT,1670261778
476,saint-augustin,51.226,-58.6502,-3.48,71,43,2.68,CA,1670261778
477,paidha,2.4167,30.9855,16.95,88,96,1.76,UG,1670261779
478,thyboron,56.6985,8.2124,1.75,91,100,5.18,DK,1670261779
479,kaliua,-5.0606,31.7936,19.93,85,95,2.82,TZ,1670261779
480,havelock,34.8791,-76.9013,16.66,70,0,7.72,US,1670261780
481,sechura,-5.5569,-80.8222,25.91,53,21,4.45,PE,1670261780
482,lavrentiya,65.5833,-171.0,-5.44,87,34,1.66,RU,1670261781
483,thaton,16.9206,97.3714,25.26,77,87,1.33,MM,1670261781
484,belaya gora,68.5333,146.4167,-37.59,99,79,2.04,RU,1670261782
485,lichinga,-13.3128,35.2406,21.05,78,75,2.57,MZ,1670261782
486,riyadh,24.6877,46.7219,24.08,33,98,4.95,SA,1670261632
487,talcahuano,-36.7167,-73.1167,20.82,56,0,4.12,CL,1670261560
488,lata,40.1629,-8.3327,11.62,92,100,1.93,PT,1670261783
489,la ronge,55.1001,-105.2842,-27.86,69,40,1.03,CA,1670261783
490,great yarmouth,52.6083,1.7305,7.79,72,100,8.42,GB,1670261783
491,riohacha,11.5444,-72.9072,31.06,55,40,4.63,CO,1670261784
492,le port,-20.9373,55.2919,25.0,67,100,1.71,RE,1670261784
493,banyo,6.75,11.8167,24.12,27,89,1.91,CM,1670261784
494,buin,-33.7333,-70.75,32.81,15,3,4.98,CL,1670261785
495,half moon bay,37.4636,-122.4286,13.5,89,75,4.12,US,1670261785
496,pokhara,28.2333,83.9833,14.15,37,0,2.47,NP,1670261717
497,ngaoundere,7.3167,13.5833,22.91,24,98,2.17,CM,1670261786
498,atagay,55.1033,99.3875,-10.18,59,100,5.99,RU,1670261786
499,itubera,-13.7322,-39.1492,26.73,57,100,2.94,BR,1670261786
500,irbil,36.1926,44.0106,11.9,43,30,2.57,IQ,1670261787
501,tingo maria,-9.2895,-76.0088,29.17,58,20,3.09,PE,1670261787
502,nova aurora,-22.8667,-52.5667,26.75,68,100,3.44,BR,1670261787
503,dudinka,69.4058,86.1778,-3.54,94,100,8.06,RU,1670261703
504,revuca,48.6835,20.1173,4.21,96,100,0.78,SK,1670261788
505,progreso,21.2833,-89.6667,28.06,49,31,2.99,MX,1670261789
506,aranos,-24.1333,19.1167,29.62,9,22,7.76,NA,1670261789
507,yaan,7.3833,8.5667,30.02,20,77,1.43,NG,1670261790
508,sohagpur,22.7,78.2,17.52,61,0,2.44,IN,1670261790
509,aksarayskiy,46.7924,48.0119,-6.55,42,0,3.37,RU,1670261790
510,marsh harbour,26.5412,-77.0636,23.72,73,12,4.89,BS,1670261751
511,marienburg,54.0359,19.0266,2.69,88,100,3.34,PL,1670261791
512,fallon,39.4735,-118.7774,4.14,70,40,2.57,US,1670261791
513,galesong,-5.3166,119.3661,24.01,81,84,1.35,ID,1670261791
514,port shepstone,-30.7414,30.455,20.01,75,81,11.26,ZA,1670261792
515,perth,-31.9333,115.8333,20.1,73,96,4.12,AU,1670261735
516,tamandare,-8.7597,-35.1047,26.85,76,56,4.81,BR,1670261792
517,gold coast,-28.0,153.4333,21.67,91,1,3.6,AU,1670261792
518,alice springs,-23.7,133.8833,21.75,30,20,3.09,AU,1670261563
519,dubbo,-32.25,148.6167,15.07,77,46,4.12,AU,1670261792
520,macamic,48.7502,-78.9996,-3.9,91,100,2.05,CA,1670261793
521,smithers,54.7804,-127.1743,-18.82,84,20,1.03,CA,1670261793
522,pierre,44.3683,-100.351,-2.49,59,100,5.66,US,1670261793
523,buraydah,26.326,43.975,19.25,58,100,7.02,SA,1670261790
524,wajid,3.8093,43.2471,28.35,37,69,4.37,SO,1670261794
525,garowe,8.4054,48.4845,24.48,59,94,7.62,SO,1670261794
526,yining,29.0361,114.5636,5.33,88,98,0.38,CN,1670261794
527,soyaniquilpan,19.9833,-99.5,20.33,27,0,1.91,MX,1670261795
528,fort nelson,58.8053,-122.7002,-20.59,62,75,4.12,CA,1670261795
529,cabo san lucas,22.8909,-109.9124,29.23,64,40,1.54,MX,1670261694
530,axim,4.8699,-2.2405,26.96,80,45,3.76,GH,1670261795
531,blagoyevo,63.3667,47.9167,-9.76,86,100,3.35,RU,1670261796
532,hildburghausen,50.4255,10.7318,3.53,97,100,2.18,DE,1670261796
533,altamira,-3.2033,-52.2064,30.05,66,75,3.6,BR,1670261796
534,kaeo,-35.1,173.7833,14.53,93,96,2.06,NZ,1670261797
535,vijes,3.6993,-76.4423,27.95,57,20,1.54,CO,1670261797
536,sisimiut,66.9395,-53.6735,0.38,62,98,6.73,GL,1670261797
537,san quintin,30.4833,-115.95,18.43,72,0,7.4,MX,1670261798
538,margate,51.3813,1.3862,7.61,86,100,1.34,GB,1670261798
539,vestmannaeyjar,63.4427,-20.2734,4.55,75,0,1.03,IS,1670261798
540,bacolod,10.6667,122.95,24.8,87,78,3.36,PH,1670261799
541,petropavlovsk-kamchatskiy,53.0452,158.6483,-16.67,72,40,3.0,RU,1670261800
542,novobirilyussy,56.9514,90.6661,-17.94,90,100,3.08,RU,1670261800
543,yarim,14.298,44.3779,10.8,43,48,1.68,YE,1670261801
544,ambovombe,-25.1667,46.0833,24.78,80,89,6.03,MG,1670261801
545,jinchang,38.4953,102.1739,-3.16,51,100,1.18,CN,1670261801
546,roald,62.5833,6.1333,5.97,87,75,6.17,NO,1670261802
547,nakusp,50.2499,-117.8023,-6.81,68,82,1.03,CA,1670261802
